

187 atoms
555 bonds
1 atom types
1 bond types
-80 80 xlo xhi
-80 80 ylo yhi
-16 16 zlo zhi

Atoms #bpm/sphere

1 1 1 1 1 7.723234904802339 -59.82851887849547 0
2 1 1 1 1 0.0154657240628211 30.6186035101604 0
3 1 1 1 1 47.40055248040177 -8.966070219754471 0
4 1 1 1 1 -24.07610188604696 -31.54437420763257 0
5 1 1 1 1 -70.52311337042168 45.71872054173048 0
6 1 1 1 1 64.54008196682187 -37.86723258662322 0
7 1 1 1 1 -19.72751225376413 45.56529975215187 0
8 1 1 1 1 0.7894306568564247 -26.08095573814435 0
9 1 1 1 1 10.15953568086886 38.73233001834201 0
10 1 1 1 1 54.34897862894718 -22.25135715268733 0
11 1 1 1 1 8.351077803097539 16.70528930466018 0
12 1 1 1 1 -71.9115223423327 -67.29372438737738 0
13 1 1 1 1 -54.61265607617037 -29.31411961571126 0
14 1 1 1 1 13.32224988946221 28.20290602866424 0
15 1 1 1 1 -70.96796525348671 64.5160892462801 0
16 1 1 1 1 -65.33138539112213 -56.74982543642642 0
17 1 1 1 1 -56.59430303382224 4.955832559611139 0
18 1 1 1 1 38.30140039189948 -51.92083841107412 0
19 1 1 1 1 74.84081036081841 50.50359141593742 0
20 1 1 1 1 20.54416735942496 13.32468650302073 0
21 1 1 1 1 68.42297252613344 -52.55750233445383 0
22 1 1 1 1 -75.11342067117916 -42.79423903990267 0
23 1 1 1 1 62.08846578655138 -67.33132369212458 0
24 1 1 1 1 45.8537119151093 42.04063452180537 0
25 1 1 1 1 -26.32517287981795 -70.45588712414346 0
26 1 1 1 1 -4.414200007209331 64.65152534825694 0
27 1 1 1 1 -68.18883186680617 -26.90680260988073 0
28 1 1 1 1 31.23966877368309 -17.18182258841306 0
29 1 1 1 1 10.53381113577086 69.27170284987912 0
30 1 1 1 1 -15.4694859605958 -4.591910875275985 0
31 1 1 1 1 18.51343719189873 -27.10293674127021 0
32 1 1 1 1 39.08513504689725 3.259089784833378 0
33 1 1 1 1 -34.46510139574981 -52.13703669766375 0
34 1 1 1 1 15.71344260243599 54.63744928481103 0
35 1 1 1 1 -13.33153343430718 -28.27217307858717 0
36 1 1 1 1 -46.45856898390491 78.82779008342442 0
37 1 1 1 1 73.5312804034551 8.369899969684155 0
38 1 1 1 1 29.12494719390972 66.52360196324631 0
39 1 1 1 1 44.05636653818179 67.16118442205794 0
40 1 1 1 1 19.36895910166922 -6.233754548522143 0
41 1 1 1 1 34.94394085796314 51.03404151643019 0
42 1 1 1 1 -62.65624851872168 18.99037529322412 0
43 1 1 1 1 -61.62366962814255 50.20863827266939 0
44 1 1 1 1 -35.2689528147941 76.07326278793403 0
45 1 1 1 1 55.12978716481018 53.57670819989841 0
46 1 1 1 1 -39.96715135969879 -11.24833906704555 0
47 1 1 1 1 -6.405831410969412 78.49361193971703 0
48 1 1 1 1 1.854726172901579 -1.619047943599426 0
49 1 1 1 1 -47.61430297590222 -43.87559673309914 0
50 1 1 1 1 9.938776945800285 -45.13990152695344 0
51 1 1 1 1 -23.48652578742831 78.78712939466143 0
52 1 1 1 1 -64.89262502141671 -40.56785664257262 0
53 1 1 1 1 -30.5639684186367 -3.089799560657141 0
54 1 1 1 1 44.19919840929579 78.24433618997705 0
55 1 1 1 1 32.32915593031316 23.01132808833324 0
56 1 1 1 1 37.46015121471304 -78.7505415826999 0
57 1 1 1 1 -35.6702926519888 34.04385169051241 0
58 1 1 1 1 -79.61623169150232 -20.57153308458393 0
59 1 1 1 1 46.81108640728445 -46.47939087667169 0
60 1 1 1 1 -66.13956841369378 -77.05217411829634 0
61 1 1 1 1 1.946126539623094 50.77617288212045 0
62 1 1 1 1 -48.2422965142141 32.43867736970826 0
63 1 1 1 1 58.85933022521994 40.27944282934236 0
64 1 1 1 1 66.86930173296446 -10.51219664394526 0
65 1 1 1 1 73.15063108941195 19.70012116401037 0
66 1 1 1 1 -13.97641880367706 -43.90355532402062 0
67 1 1 1 1 32.45228416648112 39.32460956862624 0
68 1 1 1 1 -7.444646463416944 -13.34663489067236 0
69 1 1 1 1 -57.26390465461385 -49.45911956727937 0
70 1 1 1 1 -31.67237319040357 9.836261106736146 0
71 1 1 1 1 -16.80947492277404 58.69489646148472 0
72 1 1 1 1 14.98817129210934 -75.66533242200022 0
73 1 1 1 1 68.65001330607424 32.79966732015117 0
74 1 1 1 1 -78.20183836749143 55.04493818678949 0
75 1 1 1 1 64.46357496095044 61.93755208388896 0
76 1 1 1 1 -39.48232189138798 51.94536740797471 0
77 1 1 1 1 -13.69890568263081 29.38956908123906 0
78 1 1 1 1 -36.41706356975025 -72.57814792188348 0
79 1 1 1 1 78.7439397744489 -58.65840962990902 0
80 1 1 1 1 23.39292054596194 -37.59837549933387 0
81 1 1 1 1 59.76735742960142 20.80841434777881 0
82 1 1 1 1 -51.84683834286263 48.57278215633912 0
83 1 1 1 1 -27.33353165211575 -41.0496752427398 0
84 1 1 1 1 -57.34493865987679 65.48274818172249 0
85 1 1 1 1 -29.22120585090813 -61.04360128978962 0
86 1 1 1 1 -60.88741804444291 77.29328754565105 0
87 1 1 1 1 -22.81954882231213 -11.27875064939241 0
88 1 1 1 1 49.04948181998017 -72.35510171525692 0
89 1 1 1 1 79.89334497115004 -3.624353528074096 0
90 1 1 1 1 -57.26236414901827 38.10733479836408 0
91 1 1 1 1 -72.92233307397645 24.24512099948912 0
92 1 1 1 1 -43.19198709353559 61.99991156038922 0
93 1 1 1 1 -2.595221288742451 -38.30620395571634 0
